smiles,conf_1,conf_2,conf_3,conf_4,conf_5,pdbqt_conf_1,pdbqt_conf_2,pdbqt_conf_3,pdbqt_conf_4,pdbqt_conf_5
O=C(NC1=NC=2C=CC=CC2N1C3CCCC3)C4=COC(=N4)C5CCOCC5,pipeline_output/docking/autodock-vina/conformations/ligand_20_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_20_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_20_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_20_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_20_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_20_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_20_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_20_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_20_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_20_conformer_5.pdbqt
C[C@@H](NCC1=NC=2SC=3CCCC3C2C(=O)N1)C4=CC(Br)=CS4,pipeline_output/docking/autodock-vina/conformations/ligand_21_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_21_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_21_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_21_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_21_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_21_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_21_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_21_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_21_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_21_conformer_5.pdbqt
O=C1NC2(CCC=3C=CC=CC32)C(=O)N1CC=4N=CC(Cl)=CC4Cl,pipeline_output/docking/autodock-vina/conformations/ligand_22_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_22_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_22_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_22_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_22_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_22_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_22_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_22_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_22_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_22_conformer_5.pdbqt
CC(NC(=O)C=1C=CC(=CC1)OC=2C=CC(Cl)=CC2)C3CCNC3,pipeline_output/docking/autodock-vina/conformations/ligand_23_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_23_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_23_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_23_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_23_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_23_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_23_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_23_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_23_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_23_conformer_5.pdbqt
CC1=NC(=C(C)C(=N1)N2C=CC=N2)N3CCCN(CC3)C=4C=CN=CC4,pipeline_output/docking/autodock-vina/conformations/ligand_24_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_24_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_24_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_24_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_24_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_24_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_24_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_24_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_24_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_24_conformer_5.pdbqt
NC=1C=CC(=CN1)C(=O)NC=2C=CC(Cl)=CC2OCC(F)(F)F,pipeline_output/docking/autodock-vina/conformations/ligand_25_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_25_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_25_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_25_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_25_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_25_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_25_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_25_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_25_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_25_conformer_5.pdbqt
CC1=NC=C(O1)C=2C=CC(=CC2)NS(=O)(=O)C=3C=C(C)C=CC3C,pipeline_output/docking/autodock-vina/conformations/ligand_26_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_26_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_26_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_26_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_26_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_26_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_26_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_26_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_26_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_26_conformer_5.pdbqt
CCOC(=O)C1=CC(=CN1C)S(=O)(=O)NC=2C=CC(F)=CC2CS(C)(=O)=O,pipeline_output/docking/autodock-vina/conformations/ligand_27_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_27_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_27_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_27_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_27_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_27_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_27_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_27_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_27_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_27_conformer_5.pdbqt
CC1=CNC=2N=CC(=CC12)C(=O)N[C@H]3[C@@H]4CN(C[C@H]34)C(=O)C=5C=CC=6N=C(N)N(C)C6C5,pipeline_output/docking/autodock-vina/conformations/ligand_28_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_28_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_28_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_28_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_28_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_28_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_28_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_28_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_28_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_28_conformer_5.pdbqt
CC=1C=CC=C(C1)CC(CO)NC(=O)C2=CNN=C2C=3C=CC=C(Cl)C3,pipeline_output/docking/autodock-vina/conformations/ligand_29_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_29_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_29_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_29_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_29_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_29_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_29_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_29_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_29_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_29_conformer_5.pdbqt
